id,productId,customerId,timestamp
99,2,1023,"2022-11-17T11:01:08.021Z"
100,2,1363,"2023-06-24T23:28:12.599Z"
101,11,981,"2022-05-18T11:17:36.707Z"
102,3,1123,"2022-09-21T08:59:01.331Z"
103,8,1971,"2023-03-14T04:31:04.486Z"
104,15,1141,"2023-06-18T12:18:43.661Z"
105,1,1846,"2022-02-06T19:30:55.218Z"
106,15,1751,"2023-03-19T20:07:50.521Z"
107,5,905,"2023-03-17T00:23:03.352Z"
108,14,184,"2022-03-12T00:46:48.712Z"
109,8,565,"2023-02-19T06:47:52.709Z"
110,6,1974,"2022-05-11T23:28:06.133Z"
111,14,1872,"2022-10-14T22:18:58.680Z"
112,3,1921,"2022-10-18T20:37:12.873Z"
113,8,110,"2022-06-11T04:50:13.489Z"
114,17,133,"2023-06-02T16:34:56.896Z"
115,16,1283,"2022-12-06T17:00:00.811Z"
116,8,1078,"2022-07-09T03:40:31.139Z"
117,2,637,"2023-03-01T19:20:24.470Z"
118,3,417,"2022-12-16T00:29:21.883Z"
119,6,577,"2022-12-08T01:58:05.181Z"
120,15,1854,"2022-07-04T09:34:11.554Z"
121,5,1829,"2022-08-09T19:40:11.784Z"
122,9,1790,"2022-06-27T23:45:14.471Z"
123,14,84,"2022-11-11T13:52:47.965Z"
124,1,471,"2022-05-22T18:13:54.142Z"
125,16,1589,"2022-12-30T01:02:34.862Z"
126,4,1383,"2023-05-27T20:27:15.868Z"
127,6,854,"2022-11-30T03:20:08.144Z"
128,19,178,"2023-01-11T23:38:54.252Z"
129,6,1125,"2023-05-16T14:08:23.922Z"
130,19,1404,"2022-07-21T23:38:22.836Z"
131,3,1893,"2023-03-26T18:21:42.260Z"
132,4,1261,"2023-03-24T19:30:29.280Z"
133,15,637,"2023-01-30T01:16:15.512Z"
134,19,1192,"2022-05-28T03:38:36.950Z"
135,3,86,"2022-10-13T09:49:04.848Z"
136,19,185,"2023-06-27T03:43:44.207Z"
137,1,1372,"2023-04-28T16:25:20.843Z"
138,7,1849,"2022-08-14T09:34:21.397Z"
139,12,435,"2022-09-26T10:17:11.077Z"
140,19,1408,"2022-11-05T08:04:00.405Z"
141,16,203,"2022-03-09T07:54:07.411Z"
142,6,1266,"2022-04-12T04:59:05.276Z"
143,7,939,"2022-05-30T19:11:00.767Z"
144,10,1388,"2022-07-21T00:30:46.989Z"
145,6,1130,"2022-01-07T10:11:53.802Z"
146,15,725,"2023-06-09T03:30:36.976Z"
147,11,705,"2023-03-16T15:46:52.179Z"
148,17,1212,"2023-01-20T06:37:12.026Z"
149,19,1577,"2022-11-17T06:27:35.974Z"
150,17,1454,"2023-04-17T09:07:42.555Z"
151,6,20,"2022-12-11T20:59:11.085Z"
152,8,1382,"2022-03-27T19:56:25.680Z"
153,10,556,"2022-09-03T01:48:00.891Z"
154,10,210,"2022-02-02T11:32:22.740Z"
155,13,18,"2023-03-31T06:01:38.271Z"
156,14,750,"2023-06-13T18:17:32.790Z"
157,11,182,"2022-12-04T03:09:27.818Z"
158,17,1200,"2023-01-30T06:10:07.819Z"
159,19,43,"2022-03-22T14:27:14.859Z"
160,14,695,"2022-01-25T13:26:00.190Z"
161,7,1811,"2023-01-10T16:59:46.246Z"
162,5,160,"2022-05-03T00:00:16.356Z"
163,10,756,"2022-01-04T16:56:59.975Z"
164,16,1173,"2022-11-21T12:54:33.388Z"
165,7,901,"2023-03-30T05:17:03.295Z"
166,13,1284,"2023-05-08T23:51:47.914Z"
167,14,1522,"2022-05-29T07:51:16.488Z"
168,9,841,"2022-09-29T19:55:28.177Z"
169,5,884,"2022-09-16T12:36:54.618Z"
170,3,703,"2022-03-20T02:59:16.344Z"
171,11,89,"2023-01-11T21:51:39.301Z"
172,3,1120,"2022-12-24T19:04:52.277Z"
173,3,774,"2022-02-22T23:22:03.604Z"
174,15,207,"2022-10-29T22:01:44.545Z"
175,16,363,"2023-04-28T12:10:34.234Z"
176,3,526,"2022-02-09T19:37:56.983Z"
177,15,1941,"2022-02-01T04:32:36.928Z"
178,17,700,"2023-03-19T19:31:05.646Z"
179,19,709,"2022-10-24T10:26:44.288Z"
180,4,1272,"2022-06-28T23:33:15.407Z"
181,8,439,"2022-01-27T10:06:25.134Z"
182,7,135,"2022-06-06T16:09:08.213Z"
183,12,855,"2023-02-20T23:28:55.932Z"
184,1,1433,"2022-05-30T13:34:14.867Z"
185,15,192,"2022-01-21T14:49:33.543Z"
186,9,1011,"2023-05-19T18:27:49.360Z"
187,17,474,"2022-08-13T09:46:56.771Z"
188,10,1620,"2023-03-28T08:32:08.435Z"
189,20,1938,"2022-08-12T14:43:51.373Z"
190,3,20,"2022-05-20T20:35:10.175Z"
191,9,694,"2022-05-28T02:20:46.197Z"
192,5,1209,"2022-12-18T01:25:23.848Z"
193,11,1842,"2023-07-30T03:38:48.411Z"
194,1,1346,"2023-03-03T01:54:19.063Z"
195,14,79,"2022-06-03T09:08:33.776Z"
196,19,207,"2023-07-10T07:43:08.423Z"
197,7,1224,"2022-03-12T01:57:22.487Z"
198,10,1888,"2022-10-06T04:45:40.646Z"
199,17,13,"2023-03-03T16:02:25.474Z"
200,5,165,"2023-07-26T19:26:26.849Z"
201,12,899,"2023-05-21T04:27:58.584Z"
202,8,298,"2022-02-01T15:16:03.736Z"
203,1,6,"2022-04-24T17:53:09.772Z"
204,10,795,"2022-07-12T23:57:14.743Z"
205,18,944,"2022-08-31T07:58:39.926Z"
206,3,1450,"2022-07-24T10:12:53.000Z"
207,9,878,"2022-12-20T00:52:06.008Z"
208,12,1031,"2023-01-06T14:28:55.167Z"
209,12,798,"2023-04-05T05:29:56.304Z"
210,16,1124,"2023-05-26T21:44:33.348Z"
211,4,796,"2023-04-02T09:43:05.721Z"
212,5,1223,"2022-01-24T09:05:15.260Z"
213,19,1576,"2022-02-10T17:07:34.570Z"
214,13,549,"2022-07-26T16:50:55.355Z"
215,7,646,"2022-02-16T11:36:13.078Z"
216,19,338,"2022-01-22T14:21:39.108Z"
217,20,364,"2022-01-16T00:30:11.995Z"
218,2,1777,"2023-07-26T11:23:13.823Z"
219,16,800,"2022-06-12T00:04:25.414Z"
220,17,1453,"2022-01-02T22:55:11.399Z"
221,7,1815,"2022-10-22T06:20:14.460Z"
222,8,152,"2022-07-04T05:38:07.524Z"
223,11,642,"2022-07-18T15:51:47.840Z"
224,2,20,"2022-12-03T22:18:33.316Z"
225,20,204,"2022-08-03T14:17:30.098Z"
226,6,1565,"2022-01-19T18:33:38.488Z"
227,9,111,"2022-09-18T13:25:18.175Z"
228,8,358,"2022-03-26T16:39:00.825Z"
229,14,287,"2022-01-07T14:42:06.241Z"
230,6,1805,"2022-01-25T11:17:43.360Z"
231,7,724,"2022-06-09T06:56:31.664Z"
232,14,714,"2023-03-21T15:50:13.291Z"
233,9,1056,"2023-07-26T04:26:15.406Z"
234,5,1391,"2022-06-20T17:47:41.732Z"
235,4,687,"2023-01-16T15:18:46.308Z"
236,6,1589,"2023-07-17T09:56:56.997Z"
237,11,790,"2022-09-14T11:00:10.763Z"
238,5,517,"2023-06-28T23:00:45.545Z"
239,20,1832,"2022-04-17T18:14:30.678Z"
240,4,280,"2023-06-16T10:32:48.631Z"
241,3,1240,"2022-08-08T18:36:29.613Z"
242,20,1713,"2022-04-17T02:18:41.603Z"
243,15,539,"2022-11-27T06:20:24.981Z"
244,9,1918,"2023-03-04T14:43:28.397Z"
245,14,1224,"2022-05-20T18:25:05.456Z"
246,4,1179,"2023-01-19T05:32:30.127Z"
247,17,213,"2023-03-31T02:57:24.416Z"
248,18,357,"2023-01-10T15:44:02.454Z"
249,6,1221,"2022-11-22T16:23:30.842Z"
250,20,465,"2023-01-09T03:54:45.378Z"
251,17,1801,"2022-07-12T11:08:06.098Z"
252,16,341,"2023-07-07T21:31:44.880Z"
253,15,898,"2022-07-21T18:48:11.476Z"
254,13,1341,"2022-02-20T03:57:48.518Z"
255,11,65,"2022-12-22T03:46:22.352Z"
256,18,1084,"2022-11-01T00:32:08.900Z"
257,4,1130,"2022-07-28T08:31:44.153Z"
258,3,1863,"2023-01-02T22:36:16.328Z"
259,15,57,"2023-05-19T17:19:45.167Z"
260,5,350,"2022-09-05T04:47:41.518Z"
261,14,123,"2023-06-26T07:12:37.249Z"
262,7,228,"2022-10-31T03:37:42.960Z"
263,13,1949,"2022-10-28T14:22:42.854Z"
264,14,1122,"2022-09-04T07:27:03.593Z"
265,19,1446,"2022-03-02T10:29:32.173Z"
266,4,470,"2022-04-23T05:14:38.528Z"
267,17,883,"2022-12-05T09:32:58.472Z"
268,10,899,"2023-05-05T18:24:38.197Z"
269,1,634,"2023-02-12T14:16:32.014Z"
270,16,1487,"2023-05-11T18:11:45.245Z"
271,10,1870,"2023-06-15T21:29:10.218Z"
272,4,1051,"2022-06-11T19:30:26.812Z"
273,8,390,"2023-02-01T18:07:33.430Z"
274,14,388,"2022-03-13T16:49:26.111Z"
275,15,312,"2023-02-17T23:21:30.524Z"
276,4,136,"2022-06-20T19:25:42.042Z"
277,20,228,"2023-06-29T23:35:40.505Z"
278,4,1706,"2022-06-18T09:57:26.657Z"
279,12,26,"2022-11-09T06:20:11.176Z"
280,19,772,"2022-04-20T02:58:59.134Z"
281,10,334,"2023-03-18T20:23:37.942Z"
282,16,448,"2022-04-08T05:41:58.396Z"
283,3,1360,"2022-01-11T11:26:14.729Z"
284,20,1734,"2023-06-21T10:07:33.589Z"
285,3,1814,"2023-02-02T18:20:54.039Z"
286,5,1816,"2023-05-24T09:00:21.537Z"
287,16,1237,"2022-04-26T19:22:00.226Z"
288,15,259,"2022-08-20T13:09:37.282Z"
289,14,915,"2022-12-02T09:22:18.200Z"
290,4,928,"2023-07-09T04:27:59.914Z"
291,7,1448,"2022-09-17T07:53:21.120Z"
292,18,1093,"2022-03-16T14:31:28.485Z"
293,13,1962,"2023-03-14T19:26:27.735Z"
294,17,1211,"2022-01-27T12:42:32.140Z"
295,7,861,"2022-10-07T01:44:08.049Z"
296,11,636,"2022-01-16T08:26:02.573Z"
297,10,1273,"2022-02-25T07:20:13.448Z"
298,16,1735,"2023-02-08T08:58:26.309Z"
299,11,482,"2023-07-07T02:03:31.435Z"
300,11,1551,"2022-03-29T21:55:17.221Z"
301,2,1290,"2023-06-19T08:44:56.086Z"
302,10,727,"2023-01-15T14:31:14.929Z"
303,9,1000,"2022-10-06T01:50:02.228Z"
304,7,1984,"2023-05-13T12:14:31.626Z"
305,16,266,"2022-09-11T22:25:09.123Z"
306,3,1814,"2022-06-20T05:52:19.207Z"
307,6,1572,"2022-01-15T11:00:35.942Z"
308,18,1125,"2023-05-23T04:48:23.933Z"
309,19,1008,"2023-04-11T05:58:33.277Z"
310,14,1579,"2022-09-25T02:51:25.289Z"
311,2,1983,"2022-07-19T01:45:22.208Z"
312,2,1552,"2022-07-12T11:03:34.246Z"
313,19,731,"2022-04-29T04:05:09.033Z"
314,13,1366,"2022-09-16T14:46:34.402Z"
315,7,1419,"2023-02-12T02:13:37.437Z"
316,13,1608,"2022-04-13T12:41:16.017Z"
317,14,1794,"2022-02-16T01:59:48.642Z"
318,2,1307,"2022-10-21T01:24:26.555Z"
319,13,595,"2022-06-01T06:58:56.815Z"
320,13,1773,"2022-11-08T17:18:39.908Z"
321,1,371,"2022-06-02T23:51:12.071Z"
322,5,1159,"2023-04-20T02:49:38.137Z"
323,8,1350,"2022-04-07T09:18:52.312Z"
324,4,1245,"2022-05-20T23:41:25.662Z"
325,7,859,"2023-02-13T23:53:27.225Z"
326,6,537,"2022-08-16T17:37:42.604Z"
327,18,389,"2022-05-01T15:30:40.953Z"
328,19,883,"2023-04-28T01:28:02.663Z"
329,14,906,"2022-07-25T11:09:28.986Z"
330,18,419,"2022-10-29T02:45:20.166Z"
331,10,1496,"2023-05-23T17:44:56.499Z"
332,17,609,"2023-04-16T22:56:22.061Z"
333,14,1722,"2022-08-30T15:30:32.047Z"
334,15,279,"2022-06-30T14:33:00.060Z"
335,6,1459,"2022-08-10T06:21:05.439Z"
336,16,672,"2023-01-10T20:57:45.663Z"
337,16,881,"2023-03-31T18:07:09.978Z"
338,16,101,"2022-01-11T12:48:58.876Z"
339,7,858,"2022-06-08T05:44:45.577Z"
340,20,1937,"2022-05-21T05:34:25.690Z"
341,17,1472,"2023-02-25T03:18:11.193Z"
342,4,709,"2023-05-03T10:05:20.122Z"
343,14,994,"2022-04-14T03:51:52.558Z"
344,17,545,"2022-09-24T21:23:00.788Z"
345,17,1128,"2022-05-24T13:37:20.303Z"
346,10,259,"2022-03-01T01:34:52.364Z"
347,2,1885,"2022-06-07T13:07:32.427Z"
348,17,1578,"2022-04-25T10:28:01.051Z"
349,19,97,"2022-07-20T21:22:09.133Z"
350,6,1631,"2022-11-05T07:18:21.068Z"
351,6,1147,"2023-01-12T09:03:39.651Z"
352,3,734,"2023-03-19T18:17:53.097Z"
353,2,1908,"2022-05-14T17:25:51.518Z"
354,18,1575,"2022-02-23T23:15:30.055Z"
355,5,1656,"2023-07-17T19:40:57.459Z"
356,17,852,"2023-01-07T21:16:13.480Z"
357,1,1704,"2022-06-29T16:44:52.976Z"
358,16,1054,"2022-12-17T01:24:25.398Z"
359,12,1110,"2023-01-16T16:34:34.924Z"
360,5,1508,"2023-07-14T01:36:55.936Z"
361,14,1162,"2022-01-01T17:41:02.912Z"
362,12,1239,"2022-03-02T11:09:10.800Z"
363,5,166,"2022-12-15T18:05:59.349Z"
364,9,1526,"2023-04-25T12:42:25.473Z"
365,14,1599,"2022-04-12T23:21:07.657Z"
366,15,1626,"2022-08-12T18:45:43.598Z"
367,9,1004,"2022-07-17T05:41:41.610Z"
368,2,1330,"2022-02-20T09:41:24.760Z"
369,19,771,"2022-03-01T16:34:24.151Z"
370,3,1346,"2022-03-08T11:07:18.838Z"
371,5,1299,"2022-12-11T01:56:52.173Z"
372,9,1373,"2022-03-14T07:08:36.338Z"
373,4,723,"2022-05-15T15:56:23.477Z"
374,9,548,"2023-03-15T06:58:58.682Z"
375,7,593,"2022-06-18T15:18:04.835Z"
376,19,388,"2023-02-02T03:44:09.949Z"
377,3,1191,"2022-01-27T21:35:48.992Z"
378,19,1634,"2022-03-20T15:14:50.482Z"
379,4,1853,"2022-07-30T08:07:50.452Z"
380,17,1346,"2022-12-26T01:49:38.177Z"
381,11,670,"2023-05-18T18:47:45.943Z"
382,16,1083,"2022-02-11T06:54:11.752Z"
383,9,21,"2022-01-01T01:59:28.084Z"
384,15,1251,"2022-04-12T10:14:56.501Z"
385,14,702,"2022-12-13T02:03:01.937Z"
386,18,1935,"2023-07-25T09:10:52.950Z"
387,14,1919,"2022-04-10T21:35:24.699Z"
388,9,362,"2023-05-30T03:12:43.777Z"
389,9,998,"2022-10-09T06:19:36.015Z"
390,1,1848,"2023-03-13T04:23:45.912Z"
391,2,1954,"2023-06-14T20:34:35.413Z"
392,1,972,"2022-04-13T09:05:25.400Z"
393,6,35,"2022-07-18T03:23:24.233Z"
394,15,591,"2022-01-14T20:58:30.677Z"
395,8,992,"2022-10-09T06:17:09.499Z"
396,4,701,"2023-04-23T00:24:18.303Z"
397,10,1955,"2023-03-03T19:19:08.893Z"
398,15,257,"2023-01-23T06:50:27.308Z"
399,2,570,"2022-04-01T19:37:29.988Z"
400,4,1952,"2023-01-08T14:44:07.629Z"
401,7,1165,"2022-06-25T14:41:07.761Z"
402,8,1893,"2022-09-14T12:17:04.565Z"
403,11,1497,"2023-05-24T13:21:37.082Z"
404,7,1250,"2022-09-01T09:01:28.964Z"
405,14,1957,"2023-07-23T13:25:54.821Z"
406,14,113,"2022-10-23T17:38:04.377Z"
407,18,1412,"2022-10-10T06:49:34.116Z"
408,15,1189,"2023-04-02T23:47:42.938Z"
409,13,1950,"2023-07-30T20:17:18.885Z"
410,4,649,"2022-10-26T17:32:04.899Z"
411,15,378,"2023-07-05T23:40:10.365Z"
412,13,784,"2022-12-27T22:40:04.258Z"
413,2,689,"2022-11-07T12:06:40.263Z"
414,8,129,"2023-07-30T07:52:27.617Z"
415,4,719,"2022-06-10T19:40:31.352Z"
416,14,1572,"2022-02-08T04:51:24.999Z"
417,2,1896,"2022-11-03T11:40:26.242Z"
418,2,903,"2023-02-22T17:38:50.594Z"
419,17,598,"2022-06-29T06:48:20.238Z"
420,19,462,"2023-05-05T13:27:29.783Z"
421,13,1830,"2023-01-26T03:04:22.261Z"
422,2,57,"2022-03-30T00:55:24.953Z"
423,4,1589,"2022-11-25T09:23:49.589Z"
424,18,1986,"2022-01-30T19:57:22.956Z"
425,20,278,"2023-02-23T06:27:32.265Z"
426,18,164,"2023-06-09T09:19:33.190Z"
427,6,893,"2023-06-10T20:09:48.142Z"
428,20,1328,"2022-07-22T08:46:14.351Z"
429,3,1884,"2022-11-05T02:59:43.917Z"
430,20,1416,"2022-07-20T19:17:48.551Z"
431,16,816,"2022-01-31T23:04:20.106Z"
432,20,923,"2022-05-24T22:07:08.651Z"
433,12,1629,"2022-06-29T07:51:28.616Z"
434,11,1494,"2023-05-02T08:33:55.394Z"
435,10,1263,"2023-03-24T23:46:03.814Z"
436,17,186,"2022-06-14T19:04:26.853Z"
437,4,695,"2022-10-19T09:13:17.056Z"
438,4,422,"2022-05-02T06:46:53.575Z"
439,13,1437,"2022-09-17T06:38:01.878Z"
440,8,1859,"2022-10-21T04:08:27.552Z"
441,4,1631,"2023-03-07T13:42:05.573Z"
442,9,618,"2023-02-16T16:40:08.153Z"
443,14,1324,"2022-01-22T16:38:18.743Z"
444,11,188,"2023-01-05T15:14:11.494Z"
445,7,710,"2022-05-03T02:52:43.435Z"
446,19,190,"2022-01-31T00:20:06.460Z"
447,2,1039,"2023-03-16T01:40:05.679Z"
448,1,758,"2023-07-30T21:05:37.429Z"
449,5,1577,"2022-09-28T03:31:48.121Z"
450,15,1045,"2023-03-27T19:42:05.719Z"
451,2,1986,"2022-07-19T10:54:15.144Z"
452,10,1796,"2023-01-28T23:04:19.512Z"
453,13,1970,"2022-10-01T12:43:56.664Z"
454,15,123,"2023-03-20T04:41:15.491Z"
455,5,192,"2023-04-29T20:55:32.775Z"
456,16,1578,"2022-07-26T19:25:27.876Z"
457,10,1315,"2022-05-21T15:45:42.164Z"
458,14,1645,"2023-02-25T01:54:36.294Z"
459,20,1690,"2022-08-24T06:09:27.172Z"
460,11,835,"2022-03-31T18:40:13.956Z"
461,12,154,"2022-04-16T20:10:00.245Z"
462,5,529,"2023-05-14T01:29:32.492Z"
463,16,422,"2022-05-04T09:13:24.442Z"
464,13,1263,"2022-04-20T16:05:26.721Z"
465,17,116,"2023-02-16T21:45:18.647Z"
466,18,71,"2023-06-30T18:03:14.079Z"
467,9,29,"2022-01-15T09:54:33.053Z"
468,12,1613,"2022-04-09T02:13:16.056Z"
469,6,1686,"2022-01-01T01:46:01.809Z"
470,14,1503,"2022-03-05T22:40:35.859Z"
471,8,1377,"2022-05-23T21:26:02.344Z"
472,9,33,"2022-02-24T16:48:07.726Z"
473,13,834,"2022-03-11T15:14:55.446Z"
474,1,389,"2023-07-30T06:58:07.681Z"
475,2,1296,"2023-01-19T11:07:06.094Z"
476,5,562,"2022-08-15T01:53:50.105Z"
477,15,780,"2023-05-18T05:54:38.827Z"
478,6,1308,"2023-05-18T02:58:58.862Z"
479,4,1563,"2022-07-14T12:13:04.193Z"
480,12,315,"2022-08-21T22:59:06.209Z"
481,12,681,"2023-03-29T17:42:57.556Z"
482,14,362,"2023-03-30T18:42:35.344Z"
483,18,1963,"2023-01-18T17:00:18.460Z"
484,14,1608,"2023-03-24T04:20:35.479Z"
485,11,1196,"2022-05-29T03:09:35.807Z"
486,11,1972,"2023-06-04T00:31:48.240Z"
487,7,384,"2023-02-10T21:42:05.483Z"
488,14,123,"2022-05-27T05:11:51.560Z"
489,20,1458,"2022-03-02T22:02:24.976Z"
490,17,609,"2022-03-19T14:20:05.579Z"
491,1,1016,"2022-07-17T13:16:35.053Z"
492,20,1062,"2022-06-05T23:40:38.072Z"
493,1,128,"2023-01-16T12:49:43.713Z"
494,8,517,"2023-05-28T08:52:00.438Z"
495,1,405,"2022-07-29T08:23:48.978Z"
496,5,341,"2022-01-20T09:46:41.967Z"
497,13,1089,"2022-04-12T15:22:32.109Z"
498,1,950,"2022-09-22T22:27:28.089Z"
499,20,772,"2022-12-12T19:02:26.724Z"
500,3,42,"2022-05-11T20:46:11.469Z"
501,7,1126,"2022-09-24T07:51:30.566Z"
502,3,1720,"2023-07-07T16:12:30.522Z"
503,16,10,"2022-08-08T03:00:56.388Z"
504,12,1495,"2023-05-12T16:04:06.311Z"
505,19,1773,"2023-03-26T00:59:22.389Z"
506,15,787,"2023-01-30T14:21:11.696Z"
507,13,197,"2022-11-02T23:59:02.711Z"
508,15,650,"2023-07-24T17:04:34.729Z"
509,18,1768,"2022-07-29T00:06:52.818Z"
510,16,1832,"2023-02-24T17:39:27.761Z"
511,17,465,"2022-04-12T20:40:18.214Z"
512,2,304,"2023-03-19T23:49:43.306Z"
513,2,1652,"2022-02-14T20:59:21.946Z"
514,1,111,"2023-02-21T10:23:03.433Z"
515,17,1279,"2022-11-21T09:55:18.039Z"
516,4,1917,"2023-05-03T03:59:23.603Z"
517,12,1648,"2023-06-03T12:30:49.019Z"
518,14,368,"2022-07-11T09:49:59.755Z"
519,19,933,"2022-12-05T21:01:12.225Z"
520,1,573,"2023-05-27T21:33:22.112Z"
521,12,1731,"2023-01-27T02:34:24.979Z"
522,17,1546,"2022-08-14T15:53:17.416Z"
523,9,1152,"2022-08-26T16:07:41.410Z"
524,19,1047,"2022-05-31T03:50:48.498Z"
525,16,632,"2022-11-23T13:56:05.510Z"
526,15,462,"2022-08-06T10:51:20.589Z"
527,7,676,"2022-12-27T18:18:08.586Z"
528,7,954,"2023-02-09T21:51:25.231Z"
529,16,379,"2022-11-20T23:17:39.218Z"
530,19,1832,"2022-12-04T17:25:38.427Z"
531,2,152,"2022-07-18T01:28:43.652Z"
532,6,88,"2023-03-11T11:50:23.726Z"
533,20,1837,"2022-07-26T20:54:07.110Z"
534,6,1732,"2023-04-30T14:11:07.347Z"
535,2,1862,"2022-05-29T07:04:44.357Z"
536,6,997,"2022-08-03T09:33:27.692Z"
537,18,497,"2023-02-12T22:01:32.028Z"
538,18,774,"2022-03-21T13:38:48.617Z"
539,5,1204,"2022-04-03T04:59:21.288Z"
540,17,1768,"2022-01-06T21:25:17.250Z"
541,19,1393,"2023-07-23T21:56:34.190Z"
542,13,1813,"2022-02-15T11:29:00.147Z"
543,19,1553,"2023-07-27T08:58:03.954Z"
544,1,1290,"2023-07-29T00:55:51.818Z"
545,13,204,"2022-03-01T07:09:42.927Z"
546,17,459,"2023-06-12T19:27:48.004Z"
547,5,1403,"2022-02-26T09:04:23.998Z"
548,16,408,"2022-04-26T04:54:56.139Z"
